transaction_id,customer_id,policy_id,investment_id,transaction_type,amount,transaction_date,payment_method,status,reference_number
TXN-000498,CUS-0043,,,Policy Loan,1491747,2024-05-10,Credit Card,Completed,REF-83622662
TXN-000499,CUS-0148,,,Loan Repayment,578797,2026-02-17,Direct Debit,Completed,REF-93803130
TXN-000500,CUS-0048,,,Loan Repayment,167853,2024-07-14,Direct Debit,Completed,REF-29673546
TXN-000501,CUS-0058,POL-00194,,Claim Settlement,2781217,2025-01-03,Direct Debit,Completed,REF-38869317
TXN-000502,CUS-0140,,,Policy Loan,659978,2024-06-05,Furikomi,Completed,REF-91476689
TXN-000503,CUS-0050,POL-00228,,Premium Payment,2547,2024-01-25,Furikomi,Failed,REF-76741869
TXN-000504,CUS-0008,,INV-00021,Investment Purchase,1627866,2025-02-15,Convenience Store (Konbini),Completed,REF-47005568
TXN-000505,CUS-0024,,,Policy Loan,960485,2025-12-31,Convenience Store (Konbini),Completed,REF-72859549
TXN-000506,CUS-0023,,INV-00076,Investment Purchase,2386130,2025-12-07,Convenience Store (Konbini),Failed,REF-16965765
TXN-000507,CUS-0112,,INV-00030,Investment Redemption,4553401,2025-04-17,Bank Transfer,Completed,REF-19216337
TXN-000508,CUS-0188,,INV-00093,Investment Redemption,4463901,2025-04-04,Furikomi,Completed,REF-10643026
TXN-000509,CUS-0005,POL-00218,,Premium Payment,16605,2024-05-30,Credit Card,Completed,REF-88690223
TXN-000510,CUS-0188,,INV-00093,Investment Redemption,376994,2026-02-15,Convenience Store (Konbini),Completed,REF-84833474
TXN-000511,CUS-0066,POL-00192,,Claim Settlement,1475855,2026-03-16,Furikomi,Completed,REF-39298670
TXN-000512,CUS-0070,,,Policy Loan,206742,2025-01-20,Bank Transfer,Completed,REF-72365590
TXN-000513,CUS-0012,,,Loan Repayment,859569,2025-08-01,Credit Card,Completed,REF-24855202
TXN-000514,CUS-0080,,,Annuity Payout,465244,2025-03-22,Credit Card,Completed,REF-96970785
TXN-000515,CUS-0119,POL-00018,,Premium Payment,13671,2025-09-27,Credit Card,Completed,REF-18489056
TXN-000516,CUS-0075,POL-00170,,Claim Settlement,2237718,2025-09-25,Convenience Store (Konbini),Completed,REF-55679888
TXN-000517,CUS-0180,,,Annuity Payout,1377182,2025-09-20,Furikomi,Completed,REF-38425416
TXN-000518,CUS-0112,,,Annuity Payout,232998,2025-10-03,Furikomi,Completed,REF-80209323
TXN-000519,CUS-0061,POL-00210,,Premium Payment,6776,2025-10-11,Bank Transfer,Completed,REF-50562563
TXN-000520,CUS-0066,,INV-00067,Investment Purchase,3987518,2025-03-02,Direct Debit,Completed,REF-72162638
TXN-000521,CUS-0084,,INV-00121,Investment Purchase,2892906,2024-10-11,Direct Debit,Completed,REF-90239726
TXN-000522,CUS-0019,POL-00127,,Claim Settlement,3248708,2025-01-02,Bank Transfer,Completed,REF-23151727
TXN-000523,CUS-0124,POL-00229,,Claim Settlement,2313855,2024-03-25,Credit Card,Completed,REF-47133462
TXN-000524,CUS-0097,POL-00062,,Claim Settlement,1202297,2024-04-28,Furikomi,Completed,REF-34811524
TXN-000525,CUS-0174,,,Policy Loan,1982198,2024-03-19,Furikomi,Pending,REF-18403495
TXN-000526,CUS-0018,,INV-00154,Investment Redemption,2354581,2024-10-01,Convenience Store (Konbini),Completed,REF-64942934
TXN-000527,CUS-0186,,INV-00074,Investment Redemption,3602822,2025-10-21,Bank Transfer,Completed,REF-28936575
TXN-000528,CUS-0034,,INV-00070,Investment Redemption,4796936,2024-08-29,Direct Debit,Completed,REF-23277666
TXN-000529,CUS-0145,,INV-00152,Investment Purchase,3949478,2026-03-27,Credit Card,Completed,REF-89891475
TXN-000530,CUS-0184,POL-00307,,Premium Payment,12179,2025-01-17,Direct Debit,Completed,REF-11209384
TXN-000531,CUS-0190,,,Policy Loan,1454153,2024-05-09,Credit Card,Completed,REF-85812273
TXN-000532,CUS-0056,,INV-00068,Investment Purchase,2046083,2024-01-25,Convenience Store (Konbini),Completed,REF-61651794
TXN-000533,CUS-0084,,,Annuity Payout,1254277,2024-11-24,Bank Transfer,Completed,REF-63307673
TXN-000534,CUS-0056,,INV-00068,Investment Purchase,3842404,2025-01-12,Furikomi,Completed,REF-34144354
TXN-000535,CUS-0097,,INV-00108,Investment Purchase,2961063,2024-05-05,Credit Card,Completed,REF-29907354
TXN-000536,CUS-0104,POL-00061,,Premium Payment,73249,2024-03-25,Direct Debit,Completed,REF-88787626
TXN-000537,CUS-0059,,,Policy Loan,879405,2024-09-18,Credit Card,Completed,REF-46429530
TXN-000538,CUS-0017,POL-00260,,Claim Settlement,2145397,2024-03-15,Direct Debit,Completed,REF-37065664
TXN-000539,CUS-0049,,INV-00094,Investment Redemption,1943284,2025-07-31,Direct Debit,Completed,REF-72586920
TXN-000540,CUS-0177,,,Policy Loan,961676,2024-10-25,Credit Card,Completed,REF-68432640
TXN-000541,CUS-0154,POL-00090,,Premium Payment,2899,2026-02-14,Furikomi,Completed,REF-79782682
TXN-000542,CUS-0130,,,Annuity Payout,1004982,2024-02-06,Direct Debit,Completed,REF-18017535
TXN-000543,CUS-0183,,,Annuity Payout,1452973,2025-10-11,Direct Debit,Completed,REF-13781135
TXN-000544,CUS-0154,POL-00090,,Claim Settlement,2301802,2024-04-07,Furikomi,Completed,REF-88145464
TXN-000545,CUS-0037,,,Policy Loan,635346,2024-07-03,Bank Transfer,Completed,REF-35654273
TXN-000546,CUS-0194,,,Policy Loan,664089,2026-03-28,Furikomi,Completed,REF-19550590
TXN-000547,CUS-0117,,,Loan Repayment,1335008,2025-01-05,Bank Transfer,Completed,REF-12142642
TXN-000548,CUS-0178,,,Loan Repayment,1422636,2026-03-28,Bank Transfer,Completed,REF-65355606
TXN-000549,CUS-0042,,INV-00087,Investment Redemption,648520,2024-12-19,Direct Debit,Completed,REF-61522317
TXN-000550,CUS-0042,POL-00129,,Premium Payment,6075,2024-01-01,Convenience Store (Konbini),Completed,REF-10214731
TXN-000551,CUS-0007,,,Loan Repayment,302915,2026-04-22,Bank Transfer,Completed,REF-11157164
TXN-000552,CUS-0053,,INV-00188,Investment Purchase,767940,2025-07-05,Direct Debit,Failed,REF-82648382
TXN-000553,CUS-0200,POL-00336,,Premium Payment,107211,2024-09-15,Bank Transfer,Pending,REF-96312098
TXN-000554,CUS-0146,,,Policy Loan,1347512,2025-10-05,Convenience Store (Konbini),Completed,REF-55977949
TXN-000555,CUS-0097,,,Loan Repayment,733952,2025-10-03,Furikomi,Completed,REF-43290533
TXN-000556,CUS-0008,POL-00323,,Claim Settlement,1901880,2024-05-05,Furikomi,Completed,REF-44920881
TXN-000557,CUS-0081,,,Loan Repayment,981541,2025-02-13,Furikomi,Completed,REF-44480116
TXN-000558,CUS-0052,,,Policy Loan,258275,2024-08-11,Furikomi,Completed,REF-52562438
TXN-000559,CUS-0142,,,Policy Loan,342793,2024-11-17,Convenience Store (Konbini),Completed,REF-46488047
TXN-000560,CUS-0178,POL-00236,,Claim Settlement,3724655,2026-02-10,Credit Card,Completed,REF-31411062
TXN-000561,CUS-0023,,INV-00149,Investment Redemption,1938148,2024-12-28,Credit Card,Completed,REF-67619814
TXN-000562,CUS-0119,,,Loan Repayment,695987,2025-10-10,Bank Transfer,Completed,REF-84884234
TXN-000563,CUS-0155,,INV-00062,Investment Purchase,1798647,2024-11-21,Furikomi,Completed,REF-53822247
TXN-000564,CUS-0155,POL-00115,,Claim Settlement,2814225,2024-08-16,Furikomi,Completed,REF-88310951
TXN-000565,CUS-0199,POL-00324,,Premium Payment,49538,2026-02-20,Direct Debit,Completed,REF-83131468
TXN-000566,CUS-0140,POL-00087,,Premium Payment,27665,2024-08-13,Credit Card,Completed,REF-83949135
TXN-000567,CUS-0084,,INV-00115,Investment Purchase,1775873,2024-10-11,Bank Transfer,Completed,REF-92416930
TXN-000568,CUS-0111,,INV-00085,Investment Purchase,1454175,2025-01-02,Bank Transfer,Completed,REF-32834653
TXN-000569,CUS-0063,,,Policy Loan,180891,2024-06-23,Convenience Store (Konbini),Completed,REF-46611674
TXN-000570,CUS-0049,POL-00158,,Premium Payment,126261,2024-01-14,Convenience Store (Konbini),Completed,REF-22255101
TXN-000571,CUS-0146,,INV-00187,Investment Purchase,283220,2025-07-04,Direct Debit,Completed,REF-75043388
TXN-000572,CUS-0152,,INV-00147,Investment Purchase,376831,2025-01-28,Convenience Store (Konbini),Completed,REF-63140583
TXN-000573,CUS-0121,,INV-00031,Investment Purchase,4437321,2024-01-16,Direct Debit,Completed,REF-47549275
TXN-000574,CUS-0140,,,Policy Loan,1346568,2026-03-29,Direct Debit,Completed,REF-47425913
TXN-000575,CUS-0170,POL-00284,,Claim Settlement,1645947,2025-12-15,Convenience Store (Konbini),Completed,REF-46866558
TXN-000576,CUS-0171,,,Annuity Payout,188162,2024-02-15,Credit Card,Completed,REF-11358664
TXN-000577,CUS-0097,,INV-00108,Investment Purchase,1449674,2025-02-02,Convenience Store (Konbini),Completed,REF-86666240
TXN-000578,CUS-0173,,,Loan Repayment,1995842,2026-04-16,Direct Debit,Completed,REF-31174894
TXN-000579,CUS-0044,,,Policy Loan,184855,2026-03-01,Bank Transfer,Completed,REF-30886068
TXN-000580,CUS-0124,POL-00229,,Premium Payment,13708,2024-05-06,Convenience Store (Konbini),Completed,REF-98894778
TXN-000581,CUS-0177,,,Policy Loan,1014619,2024-10-10,Bank Transfer,Completed,REF-70153762
TXN-000582,CUS-0169,,,Annuity Payout,745543,2024-04-23,Convenience Store (Konbini),Completed,REF-54555894
TXN-000583,CUS-0139,,,Policy Loan,1105044,2025-05-07,Furikomi,Failed,REF-16149391
TXN-000584,CUS-0125,,,Annuity Payout,1234192,2024-01-20,Bank Transfer,Completed,REF-39403447
TXN-000585,CUS-0197,POL-00291,,Premium Payment,16163,2024-07-29,Convenience Store (Konbini),Completed,REF-70727554
TXN-000586,CUS-0092,,,Annuity Payout,1694307,2025-12-21,Convenience Store (Konbini),Completed,REF-25904636
TXN-000587,CUS-0103,,,Policy Loan,205737,2025-06-06,Direct Debit,Completed,REF-78237937
TXN-000588,CUS-0131,,,Loan Repayment,1876712,2024-01-01,Convenience Store (Konbini),Completed,REF-27184139
TXN-000589,CUS-0021,POL-00156,,Premium Payment,2283,2025-10-20,Credit Card,Completed,REF-27346240
TXN-000590,CUS-0124,POL-00229,,Premium Payment,13708,2025-10-09,Bank Transfer,Completed,REF-79033734
TXN-000591,CUS-0094,,,Annuity Payout,642278,2024-05-22,Direct Debit,Pending,REF-11900971
TXN-000592,CUS-0162,,,Policy Loan,1702522,2024-08-12,Convenience Store (Konbini),Failed,REF-81348504
TXN-000593,CUS-0058,,INV-00029,Investment Redemption,832424,2024-07-29,Convenience Store (Konbini),Completed,REF-53514189
TXN-000594,CUS-0137,,,Loan Repayment,1631389,2024-10-31,Direct Debit,Pending,REF-83576155
TXN-000595,CUS-0053,,INV-00105,Investment Redemption,3086366,2025-03-09,Bank Transfer,Failed,REF-42057896
TXN-000596,CUS-0024,POL-00155,,Claim Settlement,903521,2026-04-25,Convenience Store (Konbini),Completed,REF-85373424
TXN-000597,CUS-0067,POL-00167,,Claim Settlement,132768,2024-02-04,Direct Debit,Completed,REF-28189484
TXN-000598,CUS-0130,,,Policy Loan,1316545,2026-04-16,Convenience Store (Konbini),Failed,REF-23148661
TXN-000599,CUS-0098,,,Policy Loan,202821,2024-02-13,Direct Debit,Completed,REF-77377889
TXN-000600,CUS-0067,,,Policy Loan,1693895,2024-01-19,Credit Card,Completed,REF-46776185
TXN-000601,CUS-0158,,INV-00006,Investment Redemption,1687627,2025-06-15,Direct Debit,Completed,REF-19223292
TXN-000602,CUS-0139,,,Policy Loan,977134,2024-03-31,Bank Transfer,Completed,REF-21792804
TXN-000603,CUS-0019,,,Policy Loan,152281,2026-04-16,Convenience Store (Konbini),Completed,REF-67555088
TXN-000604,CUS-0063,POL-00285,,Claim Settlement,3176452,2024-01-06,Credit Card,Pending,REF-81123424
TXN-000605,CUS-0053,,INV-00105,Investment Redemption,4284071,2025-11-18,Convenience Store (Konbini),Completed,REF-70174697
TXN-000606,CUS-0128,POL-00366,,Claim Settlement,1843548,2024-07-17,Furikomi,Completed,REF-72019057
TXN-000607,CUS-0166,,,Policy Loan,1354761,2025-03-20,Convenience Store (Konbini),Completed,REF-26737805
TXN-000608,CUS-0002,,,Loan Repayment,117027,2024-05-24,Direct Debit,Completed,REF-51588039
TXN-000609,CUS-0023,,INV-00076,Investment Purchase,2839979,2025-02-22,Credit Card,Completed,REF-19283037
TXN-000610,CUS-0161,,,Loan Repayment,1131092,2024-05-11,Direct Debit,Completed,REF-40569304
TXN-000611,CUS-0047,,,Annuity Payout,689827,2024-11-27,Convenience Store (Konbini),Completed,REF-27902780
TXN-000612,CUS-0139,POL-00304,,Premium Payment,83363,2026-04-07,Bank Transfer,Completed,REF-85280548
TXN-000613,CUS-0097,,,Loan Repayment,90429,2026-03-10,Convenience Store (Konbini),Pending,REF-22052954
TXN-000614,CUS-0005,,INV-00170,Investment Purchase,413827,2025-04-12,Furikomi,Completed,REF-52294125
TXN-000615,CUS-0025,POL-00227,,Claim Settlement,352189,2025-12-02,Credit Card,Completed,REF-23998877
TXN-000616,CUS-0046,,,Loan Repayment,1852981,2024-02-11,Credit Card,Completed,REF-26133283
TXN-000617,CUS-0060,,INV-00112,Investment Purchase,1954679,2025-12-29,Credit Card,Completed,REF-68564267
TXN-000618,CUS-0130,,INV-00177,Investment Redemption,2735576,2025-02-04,Bank Transfer,Completed,REF-99806147
TXN-000619,CUS-0135,POL-00165,,Premium Payment,434219,2025-07-26,Furikomi,Completed,REF-98642827
TXN-000620,CUS-0153,,,Loan Repayment,1825228,2025-07-20,Bank Transfer,Completed,REF-35594980
TXN-000621,CUS-0038,,INV-00089,Investment Redemption,2510430,2024-03-11,Furikomi,Completed,REF-66555576
TXN-000622,CUS-0018,,INV-00154,Investment Purchase,1374280,2024-05-10,Credit Card,Completed,REF-68527677
TXN-000623,CUS-0113,POL-00387,,Premium Payment,8755,2024-03-30,Direct Debit,Completed,REF-31220403
TXN-000624,CUS-0190,POL-00275,,Premium Payment,59380,2025-12-04,Furikomi,Pending,REF-87063933
TXN-000625,CUS-0047,POL-00042,,Premium Payment,213107,2024-04-12,Credit Card,Completed,REF-99861607
TXN-000626,CUS-0136,,,Policy Loan,481600,2026-01-03,Direct Debit,Completed,REF-29775945
TXN-000627,CUS-0128,,INV-00100,Investment Redemption,3642000,2025-05-09,Bank Transfer,Completed,REF-18729481
TXN-000628,CUS-0058,,INV-00029,Investment Redemption,1994974,2024-09-12,Bank Transfer,Completed,REF-99184043
TXN-000629,CUS-0071,,,Loan Repayment,1949117,2024-11-12,Credit Card,Completed,REF-18512072
TXN-000630,CUS-0200,,,Loan Repayment,1944792,2026-03-09,Credit Card,Completed,REF-84428460
TXN-000631,CUS-0141,POL-00300,,Claim Settlement,1311901,2025-02-12,Direct Debit,Completed,REF-22124024
TXN-000632,CUS-0044,POL-00311,,Claim Settlement,3028817,2024-03-06,Bank Transfer,Completed,REF-50251277
TXN-000633,CUS-0188,,,Annuity Payout,605306,2025-09-22,Bank Transfer,Completed,REF-11530900
TXN-000634,CUS-0003,POL-00065,,Premium Payment,3639,2024-08-03,Convenience Store (Konbini),Completed,REF-33742100
TXN-000635,CUS-0106,,,Policy Loan,1943117,2024-05-24,Direct Debit,Completed,REF-66369685
TXN-000636,CUS-0037,POL-00273,,Claim Settlement,4929244,2026-02-18,Convenience Store (Konbini),Completed,REF-75147993
TXN-000637,CUS-0049,,INV-00008,Investment Redemption,681445,2026-04-23,Bank Transfer,Completed,REF-46126290
TXN-000638,CUS-0183,POL-00334,,Premium Payment,18048,2024-01-22,Direct Debit,Completed,REF-72012270
TXN-000639,CUS-0163,,INV-00104,Investment Redemption,2480359,2024-04-15,Furikomi,Failed,REF-41675065
TXN-000640,CUS-0041,,,Annuity Payout,1397944,2024-04-03,Direct Debit,Completed,REF-55927347
TXN-000641,CUS-0167,,INV-00110,Investment Purchase,2761787,2025-12-14,Bank Transfer,Completed,REF-78567978
TXN-000642,CUS-0052,,,Annuity Payout,103117,2024-05-11,Furikomi,Completed,REF-65736273
TXN-000643,CUS-0043,POL-00238,,Premium Payment,11636,2024-11-26,Convenience Store (Konbini),Completed,REF-45045745
TXN-000644,CUS-0036,,,Policy Loan,1276814,2024-09-08,Bank Transfer,Completed,REF-31811375
TXN-000645,CUS-0121,,,Policy Loan,402719,2024-08-27,Furikomi,Completed,REF-17212571
TXN-000646,CUS-0182,,INV-00106,Investment Redemption,2939170,2024-02-17,Bank Transfer,Completed,REF-43154528
TXN-000647,CUS-0058,POL-00194,,Claim Settlement,2489133,2024-12-17,Furikomi,Completed,REF-35525792
TXN-000648,CUS-0159,POL-00367,,Premium Payment,7387,2025-05-15,Credit Card,Failed,REF-47938996
TXN-000649,CUS-0033,,INV-00097,Investment Redemption,1961245,2025-09-01,Direct Debit,Completed,REF-89701044
TXN-000650,CUS-0084,POL-00046,,Claim Settlement,1345685,2025-07-12,Credit Card,Completed,REF-73652707
TXN-000651,CUS-0062,,,Loan Repayment,1822484,2024-02-25,Furikomi,Completed,REF-73664051
TXN-000652,CUS-0071,,,Loan Repayment,834431,2024-05-15,Convenience Store (Konbini),Completed,REF-96773980
TXN-000653,CUS-0049,POL-00158,,Premium Payment,126261,2025-04-11,Convenience Store (Konbini),Completed,REF-19753319
TXN-000654,CUS-0047,,,Loan Repayment,1160546,2026-02-08,Bank Transfer,Completed,REF-97255928
TXN-000655,CUS-0113,,,Annuity Payout,735619,2024-07-04,Furikomi,Failed,REF-52249587
TXN-000656,CUS-0015,POL-00093,,Claim Settlement,522648,2026-02-26,Credit Card,Pending,REF-64625592
TXN-000657,CUS-0148,POL-00331,,Claim Settlement,3132722,2024-07-03,Furikomi,Completed,REF-99047326
TXN-000658,CUS-0097,,INV-00108,Investment Purchase,4913572,2024-01-25,Furikomi,Completed,REF-28960411
TXN-000659,CUS-0184,POL-00307,,Claim Settlement,2605241,2025-10-29,Convenience Store (Konbini),Completed,REF-62426853
TXN-000660,CUS-0110,,INV-00128,Investment Purchase,1714894,2025-01-18,Convenience Store (Konbini),Completed,REF-43041892
TXN-000661,CUS-0025,,INV-00189,Investment Purchase,809672,2025-03-30,Furikomi,Completed,REF-93662320
TXN-000662,CUS-0040,,,Loan Repayment,1032343,2025-01-05,Direct Debit,Completed,REF-13329268
TXN-000663,CUS-0114,,,Policy Loan,1533491,2025-09-22,Furikomi,Completed,REF-22568921
TXN-000664,CUS-0155,,INV-00062,Investment Purchase,3908462,2024-05-18,Credit Card,Completed,REF-18148902
TXN-000665,CUS-0120,POL-00363,,Premium Payment,92777,2024-06-30,Credit Card,Completed,REF-22043231
TXN-000666,CUS-0131,,INV-00145,Investment Purchase,4944490,2026-01-19,Bank Transfer,Completed,REF-43704094
TXN-000667,CUS-0004,,INV-00179,Investment Purchase,1235626,2026-02-21,Bank Transfer,Completed,REF-31360582
TXN-000668,CUS-0153,,INV-00183,Investment Redemption,626487,2025-01-05,Bank Transfer,Completed,REF-81457491
TXN-000669,CUS-0013,POL-00393,,Claim Settlement,2303634,2026-02-28,Bank Transfer,Pending,REF-23265334
TXN-000670,CUS-0108,,,Loan Repayment,1770486,2025-12-11,Bank Transfer,Completed,REF-45422501
TXN-000671,CUS-0121,,,Annuity Payout,985703,2026-03-21,Direct Debit,Completed,REF-94147629
TXN-000672,CUS-0100,,,Annuity Payout,58881,2025-01-31,Credit Card,Completed,REF-97853439
TXN-000673,CUS-0184,,,Policy Loan,1763857,2024-05-16,Credit Card,Completed,REF-43376992
TXN-000674,CUS-0058,POL-00194,,Claim Settlement,2489133,2024-06-14,Credit Card,Completed,REF-59383909
TXN-000675,CUS-0091,,INV-00047,Investment Purchase,4407668,2026-01-06,Direct Debit,Completed,REF-32410346
TXN-000676,CUS-0010,,,Policy Loan,1108381,2024-02-23,Bank Transfer,Failed,REF-86516443
TXN-000677,CUS-0012,,,Annuity Payout,94938,2024-09-14,Bank Transfer,Completed,REF-95159387
TXN-000678,CUS-0169,,,Annuity Payout,1821834,2024-04-07,Furikomi,Completed,REF-28694056
TXN-000679,CUS-0198,,,Loan Repayment,821742,2025-01-10,Convenience Store (Konbini),Completed,REF-92050773
TXN-000680,CUS-0088,POL-00308,,Premium Payment,525504,2024-02-27,Bank Transfer,Completed,REF-62077149
TXN-000681,CUS-0119,,,Annuity Payout,1109530,2025-06-30,Furikomi,Completed,REF-52084634
TXN-000682,CUS-0020,POL-00140,,Premium Payment,9596,2024-10-09,Credit Card,Pending,REF-74759636
TXN-000683,CUS-0097,,INV-00108,Investment Purchase,4766919,2025-05-11,Credit Card,Completed,REF-93690090
TXN-000684,CUS-0180,,,Loan Repayment,1250145,2025-10-13,Direct Debit,Completed,REF-54773080
TXN-000685,CUS-0122,,,Policy Loan,798112,2025-11-01,Bank Transfer,Pending,REF-58617363
TXN-000686,CUS-0085,,INV-00024,Investment Redemption,4553697,2024-04-04,Credit Card,Completed,REF-25689878
TXN-000687,CUS-0155,POL-00115,,Premium Payment,6700,2024-12-10,Direct Debit,Completed,REF-75710348
TXN-000688,CUS-0174,,,Policy Loan,861681,2026-02-15,Bank Transfer,Completed,REF-97975057
TXN-000689,CUS-0093,,,Annuity Payout,1301321,2025-05-19,Convenience Store (Konbini),Completed,REF-21436862
TXN-000690,CUS-0008,,,Loan Repayment,1056182,2025-09-29,Furikomi,Completed,REF-57053856
TXN-000691,CUS-0017,POL-00151,,Premium Payment,833,2026-02-15,Furikomi,Pending,REF-22053353
TXN-000692,CUS-0172,POL-00045,,Premium Payment,29714,2024-02-17,Furikomi,Completed,REF-87514687
TXN-000693,CUS-0079,,INV-00054,Investment Purchase,2736147,2025-01-24,Direct Debit,Completed,REF-62029775
TXN-000694,CUS-0074,,,Policy Loan,74502,2024-08-23,Bank Transfer,Completed,REF-63057799
TXN-000695,CUS-0163,,,Loan Repayment,1488124,2024-06-17,Bank Transfer,Completed,REF-34947423
TXN-000696,CUS-0184,,,Loan Repayment,1566830,2025-08-20,Convenience Store (Konbini),Pending,REF-34334548
TXN-000697,CUS-0065,,INV-00050,Investment Redemption,4258710,2024-06-21,Direct Debit,Completed,REF-15609739
TXN-000698,CUS-0170,POL-00166,,Claim Settlement,1959554,2024-11-22,Credit Card,Completed,REF-41766050
TXN-000699,CUS-0150,,,Policy Loan,1799557,2025-08-13,Convenience Store (Konbini),Failed,REF-98327807
TXN-000700,CUS-0109,POL-00222,,Claim Settlement,2219879,2025-12-28,Bank Transfer,Completed,REF-36416819
TXN-000701,CUS-0061,POL-00210,,Premium Payment,6776,2025-12-08,Convenience Store (Konbini),Failed,REF-47969627
TXN-000702,CUS-0059,,,Policy Loan,1902532,2024-05-24,Credit Card,Completed,REF-83233720
TXN-000703,CUS-0005,,INV-00200,Investment Redemption,2946422,2024-06-09,Credit Card,Completed,REF-56048160
TXN-000704,CUS-0124,POL-00229,,Premium Payment,13708,2025-07-09,Furikomi,Completed,REF-60805963
TXN-000705,CUS-0200,,,Policy Loan,933240,2024-11-07,Furikomi,Completed,REF-85516194
TXN-000706,CUS-0013,POL-00393,,Claim Settlement,2303634,2024-12-24,Direct Debit,Completed,REF-12081336
TXN-000707,CUS-0186,POL-00180,,Claim Settlement,3802277,2026-04-09,Credit Card,Completed,REF-30591313
TXN-000708,CUS-0104,POL-00061,,Premium Payment,73249,2025-05-29,Convenience Store (Konbini),Failed,REF-77545492
TXN-000709,CUS-0063,POL-00285,,Claim Settlement,3176452,2024-10-06,Credit Card,Completed,REF-17343001
TXN-000710,CUS-0114,,,Loan Repayment,1678791,2026-01-13,Bank Transfer,Completed,REF-92745158
TXN-000711,CUS-0120,,INV-00057,Investment Purchase,2358192,2025-02-10,Credit Card,Completed,REF-86750120
TXN-000712,CUS-0096,,,Annuity Payout,1619679,2025-05-26,Convenience Store (Konbini),Completed,REF-77444412
TXN-000713,CUS-0012,,INV-00175,Investment Purchase,4371867,2025-10-26,Bank Transfer,Completed,REF-86744984
TXN-000714,CUS-0097,POL-00062,,Claim Settlement,1202297,2025-11-18,Furikomi,Completed,REF-72678223
TXN-000715,CUS-0149,,,Loan Repayment,1727493,2025-07-19,Bank Transfer,Completed,REF-88976989
TXN-000716,CUS-0198,POL-00068,,Premium Payment,5651,2025-02-15,Bank Transfer,Completed,REF-59734079
TXN-000717,CUS-0019,POL-00127,,Claim Settlement,3248708,2024-07-16,Furikomi,Completed,REF-69694070
TXN-000718,CUS-0084,,,Annuity Payout,753341,2025-03-08,Direct Debit,Pending,REF-15949811
TXN-000719,CUS-0040,POL-00092,,Claim Settlement,2700553,2024-08-04,Convenience Store (Konbini),Completed,REF-62298694
TXN-000720,CUS-0073,,INV-00176,Investment Redemption,3937962,2024-03-27,Furikomi,Completed,REF-43842625
TXN-000721,CUS-0074,POL-00195,,Premium Payment,952,2024-06-16,Convenience Store (Konbini),Completed,REF-87939159
TXN-000722,CUS-0146,POL-00239,,Premium Payment,14152,2024-08-24,Bank Transfer,Completed,REF-72049392
TXN-000723,CUS-0154,,,Annuity Payout,1999292,2024-01-11,Direct Debit,Completed,REF-10380036
TXN-000724,CUS-0110,,INV-00128,Investment Purchase,1787990,2026-03-12,Bank Transfer,Completed,REF-55408157
TXN-000725,CUS-0101,,INV-00118,Investment Redemption,4705558,2025-01-27,Convenience Store (Konbini),Completed,REF-59476956
TXN-000726,CUS-0168,POL-00277,,Premium Payment,1317,2024-07-28,Credit Card,Pending,REF-82828365
TXN-000727,CUS-0058,POL-00194,,Claim Settlement,2489133,2026-04-06,Furikomi,Completed,REF-33477085
TXN-000728,CUS-0090,,INV-00103,Investment Purchase,783488,2025-05-19,Furikomi,Completed,REF-52291629
TXN-000729,CUS-0005,,,Annuity Payout,1989709,2025-06-15,Bank Transfer,Completed,REF-47202663
TXN-000730,CUS-0098,POL-00060,,Claim Settlement,128403,2025-03-19,Credit Card,Completed,REF-58035758
TXN-000731,CUS-0013,,,Loan Repayment,808401,2025-07-25,Furikomi,Completed,REF-69863213
TXN-000732,CUS-0021,,INV-00129,Investment Purchase,3280939,2025-09-02,Direct Debit,Completed,REF-42022643
TXN-000733,CUS-0095,,,Policy Loan,1584210,2026-03-22,Credit Card,Completed,REF-85714606
TXN-000734,CUS-0162,,,Annuity Payout,1024267,2025-03-17,Convenience Store (Konbini),Pending,REF-41123090
TXN-000735,CUS-0156,,,Annuity Payout,838548,2025-01-21,Furikomi,Completed,REF-47347222
TXN-000736,CUS-0186,,,Loan Repayment,389263,2025-01-28,Direct Debit,Completed,REF-20655812
TXN-000737,CUS-0073,,,Policy Loan,927693,2024-11-23,Direct Debit,Completed,REF-80583451
TXN-000738,CUS-0069,,,Policy Loan,1587447,2025-12-24,Direct Debit,Completed,REF-48663769
TXN-000739,CUS-0139,,INV-00182,Investment Redemption,4419675,2025-07-27,Convenience Store (Konbini),Completed,REF-28126805
TXN-000740,CUS-0022,POL-00085,,Premium Payment,4264,2025-02-06,Direct Debit,Completed,REF-78926954
TXN-000741,CUS-0016,,,Annuity Payout,1454468,2025-11-09,Direct Debit,Completed,REF-37780140
TXN-000742,CUS-0163,,INV-00104,Investment Purchase,4189658,2026-04-12,Bank Transfer,Completed,REF-78321730
TXN-000743,CUS-0154,,,Loan Repayment,711319,2024-02-25,Bank Transfer,Completed,REF-98891933
TXN-000744,CUS-0127,POL-00267,,Claim Settlement,1380181,2024-03-14,Credit Card,Failed,REF-46819761
TXN-000745,CUS-0053,,INV-00137,Investment Purchase,4398698,2024-10-04,Furikomi,Completed,REF-59358774
TXN-000746,CUS-0013,POL-00359,,Premium Payment,109,2024-01-06,Credit Card,Completed,REF-41754329
